+Articles 	 taittirIyam/AraNyakam/articles/
०२, सौत्रामणीशेषा मन्त्राः 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/4/02/
०२० 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/020/
०२१ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/021/
०२२ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/022/
०२३ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/023/
०२४ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/024/
०२५ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/025/
०२६ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/026/
०२७ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/027/
०२८ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/028/
०२९ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/029/
03 	 vAjasaneyam/kANvam/shatapatha-brAhmaNam/17_bRhadAraNyakopaniShat/shankaraH/5/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/01/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/02/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/03/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/04/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/05/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/06/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/07/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/08/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/09/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/10/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/1/11/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/01/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/02/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/03/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/04/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/05/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/06/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/07/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/08/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/09/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/10/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/11/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/12/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/2/13/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/01/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/02/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/03/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/04/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/05/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/06/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/07/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/08/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/09/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/10/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/11/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/12/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/13/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/14/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/15/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/3/16/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/01/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/02/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/03/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/04/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/05/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/06/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/07/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/08/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/09/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/10/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/11/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/12/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/13/03/
०३ 	 maitrAyaNIyam/visvara-saMhitA/4/14/03/
०३ 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/8/03/
०३ 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/9/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/2/1/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/2/2/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/2/3/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/2/5/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/3/1/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/1/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/2/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/3/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/4/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/5/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/6/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/5/7/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/6/3/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/6/4/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/6/5/03/
०३ 	 taittirIyam/saMhitA/sarva-prastutiH/7/5/03/
०३ 	 taittirIyam/sUtram/ApastambaH/dharma-sUtram/sarva-prastutiH/1/01/03/
०३ 	 taittirIyam/sUtram/ApastambaH/dharma-sUtram/sarva-prastutiH/2/02/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/01/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/02/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/03/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/04/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/05/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/06/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/07/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/08/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/09/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/10/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/11/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/12/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/13/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/14/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/15/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/16/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/17/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/18/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/19/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/20/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/21/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/22/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/23/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shrautam/sarva-prastutiH/24/03/
०३ 	 taittirIyam/sUtram/ApastambaH/shulbam/sarva-prastutiH/1/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/gRhya-paribhAShA/1/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/gRhya-sheSha-sUtrANi/1/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/gRhya-sheSha-sUtrANi/2/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/gRhya-sheSha-sUtrANi/3/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/gRhya-sheSha-sUtrANi/4/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/mUlam/1/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/mUlam/2/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/mUlam/3/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/gRhyam/mUlam/4/03/
०३ 	 taittirIyam/sUtram/baudhAyanaH/shrautam/mUlam/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/gRhya-sUtram/1/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/gRhya-sUtram/2/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/gRhya-sUtram/3/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/paitR-medhika-sUtram/1/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/paitR-medhika-sUtram/2/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/01/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/02/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/03/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/04/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/05/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/06/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/07/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/08/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/09/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/10/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/11/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/12/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/13/03/
०३ 	 taittirIyam/sUtram/bhAradvAjaH/shrauta-sUtram/14/03/
०३ 	 taittirIyam/sUtram/hiraNyakeshI/gRhyam/sarva-prastutiH/1/03/
०३ 	 taittirIyam/sUtram/hiraNyakeshI/gRhyam/sarva-prastutiH/2/03/
०३ 	 vAjasaneyam/kANvam/saMhitA/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/01/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/02/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/03/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/04/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/05/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/06/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/07/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/08/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/09/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/10/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/11/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/12/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/13/03/
०३ 	 vAjasaneyam/mAdhyandinam/shatapatha-brAhmaNam/weber-srotaH/visvaram/14/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/01/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/04/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/05/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/06/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/09/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/15/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/17/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/22/03/
०३ 	 vAjasaneyam/sUtram/kAtyAyanaH/shrautam/mUlam/25/03/
०३ 	 vAjasaneyam/sUtram/pAraskara-gRhyam/sarva-prastutiH/1/03/
०३ 	 vAjasaneyam/sUtram/pAraskara-gRhyam/sarva-prastutiH/2/03/
०३ 	 vAjasaneyam/sUtram/pAraskara-gRhyam/sarva-prastutiH/3/03/
०३ , देवयजनार्थाः संम्भाराः 	 taittirIyam/brAhmaNam/bhaTTa-bhAskara-bhAShyam/1/1/03/
०३ (चातुर्मास्येषु द्वितीयपर्व) वरुणप्रघासपर्व- हविषां ब्राह्मणं पत्न्युुदानयनादि(२-५)करम्भहोममन्त्राश्च 	 taittirIyam/saMhitA/sarva-prastutiH/1/8/03_chAturmAsyeShu_dvitIyaparva_varuNapraghAsaparva/
03 Agnyādheyaḥ 	 taittirIyam/sUtram/ApastambaH/shrautam/meta/thITe-gaNeshaH/viShaya-vibhAgaH/03_agnyAdheyaH/
03 Śrautasūtra list 	 taittirIyam/sUtram/ApastambaH/shrautam/meta/thITe-gaNeshaH/Introduction/03_shrautasUtra_list/
०३ अग्निप्रणयनम् 	 taittirIyam/saMhitA/sarva-prastutiH/4/6/03_agnipraNayanam/
०३ अतिरात्रविधिः 	 taittirIyam/saMhitA/bhaTTa-bhAskara-bhAShyam/7/1/03_atirAtravidhiH/
०३ अतिरात्रविधिः 	 taittirIyam/saMhitA/sarva-prastutiH/7/1/03_atirAtravidhiH/
०३ अन्तर्यामग्रहः 	 taittirIyam/saMhitA/sarva-prastutiH/1/4_somAbhiShavAdi/03_antaryAmagrahaH/
०३ अन्वाहार्याभिधानब्राह्मणम् 	 taittirIyam/saMhitA/sarva-prastutiH/1/7_aiShTika-yAjamAnAdi/03_anvAhAryAbhidhAnabrAhmaNam/
०३ अष्टरात्रविधिः 	 taittirIyam/saMhitA/bhaTTa-bhAskara-bhAShyam/7/2/03_aShTarAtravidhiH/
०३ अष्टरात्रविधिः 	 taittirIyam/saMhitA/sarva-prastutiH/7/2/03_aShTarAtravidhiH/
०३ आग्नेयपुरोडाशविधिः 	 taittirIyam/saMhitA/sarva-prastutiH/2/6/03_AgneyapuroDAshavidhiH/
०३ उपसद्धोमविधानम् 	 taittirIyam/saMhitA/sarva-prastutiH/6/2/03_upasaddhomavidhAnam/
०३ काम्यावषाविधानम् 	 taittirIyam/saMhitA/sarva-prastutiH/3/4/03_kAmyAvaShAvidhAnam/
०३ कृष्णाजिने वस्त्रेण मेखलया च दीक्षाविधानम् 	 taittirIyam/saMhitA/sarva-prastutiH/6/1/03_kRShNAjine_vastreNa_mekhalayA_cha_dIxAvidhAnam/
०३ ग्रहा देवताश्च 	 taittirIyam/sUtram/hiraNyakeshI/paddhatiH/saMskAraratnamAlA/01/03_grahA_devatAshcha/
०३ चयनार्थथं देवयजनस्य परिग्रहः 	 taittirIyam/saMhitA/sarva-prastutiH/4/2/03_chayanArthathaM_devayajanasya_parigrahaH/
०३ चित्यग्नौ होममन्त्राः 	 taittirIyam/saMhitA/sarva-prastutiH/4/5/03_chityagnau_homamantrAH/
०३ चोडाख्येष्टकोपधानम् 	 taittirIyam/saMhitA/sarva-prastutiH/4/4/03_choDAkhyeShTakopadhAnam/
०३ त्रयोदश-रात्रविधिः 	 taittirIyam/saMhitA/sarva-prastutiH/7/3/03_trayodasha-rAtravidhiH/
०३ त्रयोदशरात्रविधिः 	 taittirIyam/saMhitA/bhaTTa-bhAskara-bhAShyam/7/3/03_trayodasharAtravidhiH/
०३ दहनविधिः 	 taittirIyam/sUtram/baudhAyanaH/brahma-karma-samuchchayaH/4_pitRmedhakANDam/03_dahanavidhiH/
०३ देवयजनार्थाः संम्भाराः 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/1/03/
०३ धिष्णियाः 	 taittirIyam/saMhitA/sarva-prastutiH/1/3_agniShToma-pashv-Adi/03_dhiShNiyAH/
०३ पुनराधान-मन्त्राः 	 taittirIyam/saMhitA/sarva-prastutiH/1/5_punarAdheyAdi/03_punar-AdhAna-mantrAH/
०३ प्रजाकामस्य पशुकामस्य च गार्मुतश्चरुः 	 taittirIyam/saMhitA/sarva-prastutiH/2/4/03_prajAkAmasya_pashukAmasya_cha_gArmutashcharuH/
०३ प्रथमचितौ अपानभृदिष्टकोपधानम् 	 taittirIyam/saMhitA/sarva-prastutiH/4/3/03_prathamachitau_apAnabhRdiShTakopadhAnam/
०३ भक्ष्यानुमन्त्रणादि 	 taittirIyam/saMhitA/sarva-prastutiH/1/6_aiShTika-yAjamAnAdi/03_bhaxyAnumantraNAdi/
०३ मुहूर्तकलनम् 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/5/03_muhUrta-kalanam/
०३ मृत्खनननम् 	 taittirIyam/saMhitA/sarva-prastutiH/4/1/03_mRtkhanananam/
०३ वसोर्धारा होममन्त्राः 	 taittirIyam/saMhitA/sarva-prastutiH/4/7/03_vasordhArA_homamantrAH/
०३ विष्ण्वतिक्रमाः 	 taittirIyam/saMhitA/sarva-prastutiH/3/5/03_viShNvatikramAH/
०३ वैवाहिकविषयाः 	 taittirIyam/sUtram/ApastambaH/gRhyam/sUtra-TIkAH/03_vaivAhikaviShayAH/
०३ व्रतग्रहणाद् देवयजन-प्राप्तिं यावत् 	 taittirIyam/saMhitA/sarva-prastutiH/1/2_somayAgArambhaH/03_vratagrahaNAd_devayajana-prAptiM_yAvat/
०३ शिशुकर्माणि 	 taittirIyam/sUtram/hiraNyakeshI/paddhatiH/saMskAraratnamAlA/02/03_shishukarmANi/
०३ शौचविधिः दन्तधावनविधिश्च 	 taittirIyam/sUtram/baudhAyanaH/brahma-karma-samuchchayaH/1_AhnikakANDam/03_shauchavidhiH_dantadhAvanavidhishcha/
०३ श्रीकल्पः 	 taittirIyam/sUtram/baudhAyanaH/brahma-karma-samuchchayaH/3_sankIrNakANDam/03_shrIkalpaH/
०३ सान्नाय्यं - पात्रप्रोक्षणादि 	 taittirIyam/saMhitA/sarva-prastutiH/1/1_darshapUrNamAsAdi/03_sAnnAyyaM_-_pAtraproxaNAdi/
०३ सोमावेक्षणम् 	 taittirIyam/saMhitA/sarva-prastutiH/3/2/03_somAvexaNam/
०३ स्नानादिचतुष्टयविधिः 	 taittirIyam/sUtram/baudhAyanaH/brahma-karma-samuchchayaH/2_saMskArakANDam/03_snAnAdichatuShTayavidhiH/
०३-०९ कूष्माण्ड-होम-मन्त्राः 	 taittirIyam/AraNyakam/sarva-prastutiH/02/03-09_kUShmANDa-homa-mantrAH/
०३, आप्रियः प्रयाजानां याज्याः 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/6/03/
०३, उपयोक्ष्यमाणस्य हविषस्संस्कारः 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/1/03/
०३, उपहोमाः 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/4/3/
०३, कर्मानुष्ठानार्हः दिवसभागरूपः हेयोपादेयकालविभागः 	 taittirIyam/brAhmaNam/bhaTTa-bhAskara-bhAShyam/1/5/03/
०३, केशवपनाङ्गं पुष्टिवेदनम् 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/3/03/
०३, ग्रहहोमः 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/6/03/
०३, चतुर्होृपञ्चहोतृमन्त्रग्रहभागयोः पुरुषार्थप्रयोगः 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/2/03/
०३, दिशामवेष्टयः, पशुबन्धः, सात्यदूतहवींषि च 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/8/03/
०३, दोहनम् 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/2/03/
०३, दोहप्रायश्चित्तम्‌ (अग्निहोत्रे) 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/4/03/
०३, पत्नीसन्नहनम् 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/3/03/
०३, पुरुषमेधः 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/4/03/
०३, प्रवरमुक्त्वा निविदोनूच्य देवता आवाहयति 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/5/03/
०३, ब्राह्मणसवः 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/7/03/
०३, मुख्याग्न्यसम्भवे होमाधाराः 	 taittirIyam/brAhmaNam/sarva-prastutiH/3/7/03/
०३, रत्निनां हवींषि 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/7/03/
०३, वाजपेयस्य ग्रहविशेषाः 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/3/03/
०३, विषुवद्दिने अतिग्राह्यविशेषाः 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/2/3/
०३, सौम्यादीनां  सूक्तानि 	 taittirIyam/brAhmaNam/sarva-prastutiH/2/8/3/
०३,वैश्वदेवपर्वगतानि विशेषाङ्गानि 	 taittirIyam/brAhmaNam/sarva-prastutiH/1/6/03/
०३० 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/030/
०३१ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/031/
०३२ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/032/
०३३ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/033/
०३४ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/034/
०३५ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/035/
०३६ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/036/
०३७ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/037/
०३८ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/038/
०३९ 	 vAjasaneyam/mAdhyandinam/saMhitA_visvarA/039/
04 	 vAjasaneyam/kANvam/shatapatha-brAhmaNam/17_bRhadAraNyakopaniShat/shankaraH/5/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/01/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/02/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/03/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/04/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/05/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/06/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/07/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/08/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/09/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/10/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/1/11/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/01/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/02/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/03/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/04/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/05/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/06/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/07/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/08/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/09/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/10/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/11/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/12/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/2/13/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/01/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/02/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/03/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/04/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/05/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/06/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/07/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/08/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/09/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/10/04/
०४ 	 maitrAyaNIyam/visvara-saMhitA/3/11/04/
